reviewContent,sentiment,corpus
"Tolong dong, judul & deskripsinya yang jelas. Katanya eksternal 3 TB eh yg Dateng cma casingnya doang mna pesen 3 lagi",negatif,judul deskripsi eksternal 3 tb eh casingnya doang pesan 3
pesanan yg saya terima hanya case hardisk usb obeng dan sekrup saja .. tidak sesuai dengan judul iklannya.. dan saya sudah mengajukan pengembalian dana sesuai respon pelapak trimakasih,negatif,pesan terima case hardisk usb obeng sekrup sesuai judul iklan aju dana sesuai respon lapak terima kasih
hahaha sampah!!!!,negatif,haha sampah
2GB / 16GB,negatif,2gb enam belas giga byte
Katanya barang ready..! Setelah nunggu 2 hari tiba2 pesanan saya dibatalkan no pesanan 3269773746..untung aja belum keluar duit..,negatif,barang ready tunggu 2 pesan batal no pesan 3269773746untung duit
"kualitas sangat mengecewakan,  susah conect.  harus berkali2 di colok baru conect",negatif,kualitas kecewa susah conect kali kali colok conect
Ok banget,negatif,oke banget
baru juga 5 bulan udah rusak gak bisa ngbaca hddnya :(,negatif,5 rusak ngbaca hddnya
"tidak berguna, kabel usb tidak berfungsi..",negatif,kabel usb fungsi
Berapa gb,negatif,gb
"flashdisknya ga bisa digunakan. setiap copy data, dan pas dibuka lagi. datanya langsung hilang. Itu kenapa ya??",negatif,flashdisknya copy data pas buka data langsung hilang
"Barang nya emang cepet dikirim (nilai + buat lazadanjuga buat penjualnya), sesuai judul harga minim kualitas minim, saran aja nih ya mending beli ORI dari pada OEM, knp ?soalnya copy filenya lama susah kebaca *mesti di format lagi. yaaa ujung2nya nganggur gak kepake, tapi kalo lu mau coba2 beli, test aja siapa tau dapet kualitas bagus",negatif,barang nya cepat kirim nilai lazadanjuga jual sesuai judul harga minim kualitas minim saran nih mending beli orisinal oem copy filenya susah baca mesti format ujung ujung anggur pakai coba coba beli tes tau kualitas bagus
"Sy beli disini bbrp minggu yg lalu, baru dipake bbrp hari sdh error, tdk bisa simpan dan baca. Mengecewakan!",negatif,beli minggu pakai error simpan baca kecewa
"Baru dicolokin udah rusak, bunyi ""beep"" berulang ulang.  Untung bisa diretur. Sepertinya dari ekspedisinya.",negatif,dicolokin rusak bunyi beep ulang ulang untung retur ekspedisi
baru di pake 2 minggu sudah hang...,negatif,pakai 2 minggu hang
Jangan tipu pembeli Saya beli CANVIO READY Dikirimkan CANVIO BASICS Penjual pasti tahu bedanya Sungguh kecewa,negatif,tipu beli beli canvio ready kirim canvio basics jual beda sungguh kecewa
"MENGECEWAKAN Saya beli CANVIO READY Dikirimkan CANVIO BASICS Penjual pasti tahu bedanya, beda harga beda fitur Sungguh kecewa",negatif,kecewa beli canvio ready kirim canvio basics jual beda beda harga beda fitur sungguh kecewa
Apakah ada garansi nasional dr Lenovo? Dan kalau saya beli apakah ada nota pembelian untuk klaim garansi? Thx u,negatif,garansi nasional lenovo beli nota beli klaim garansi terima kasih
Hanha nanya kalau yakin beli kayaknya ane gan,negatif,hanha beli kayak juragan
Pengiriman sangat lama !!! Tolong klo bisa informasiin ke pembeli ...,negatif,kirim informasiin beli
ini benar ram nya 8gb gak 4gb,negatif,ram nya 8gb 4gb
Wah ga sesuai spek ya,negatif,sesuai spesifikasi
"Saya bayar lebih untuk pengiriman same day service ( gojek ) malah dikirim 2 hari setelahnya. Pembelian dan pembayaran tgl 19 Juni sebelum makan siang. sengaja bayar lebih karena butuh cepat, dan sudah dikejar libur lebaran.  Barang malah dikirim tgl 21 Juni ( lebih dari 24jam ), dimana kantor saya sudah libur lebaran. Pengiriman ternyata pakai ninja express, entah reguler atau gmn, padahal sudah bayar 10rb untuk ongkos kirim same day service. Ketika ditelp ninja express ( tgl 21 juni jam 17.30 an ) , akhirnya saya terpaksa minta titip ke orang lain di daerah sekitar kantor saja, karena sudah tutup kantor . Tumben Kenkez mengecewakan.",negatif,bayar kirim day service gojek kirim 2 beli bayar tanggal 19 juni makan siang sengaja bayar butuh cepat kejar libur lebaran barang kirim tanggal 21 juni 24jam kantor libur lebaran kirim nyata pakai ninja express reguler bayar puluh ribu ongkos kirim day service ditelp ninja express tanggal 21 juni jam 1730 an paksa titip orang daerah kantor tutup kantor tumben kenkez kecewa
"garansi 1 tahun, kartu garansinya mana kok ga da... gmna claim garansinya",negatif,garansi 1 kartu garansi klaim garansi
ga bisa conect ke laptop saya. kecewa,negatif,conect laptop kecewa
barang yang dikirim ga sesuai pesanan orico 6228us3 yang dikirm 619us3 benar benar merepotkan saya kembalikan aja dananya kalo ga bs kirim brg yg benar!!!!!!!,negatif,barang kirim sesuai pesan orico 6228us3 dikirm 619us3 repot dana kirim barang
"Barang ini jgn di beli, nyesal ntar. barang gk bisa kepakai.",negatif,barang beli sesal barang pakai
Brang yg sya pesen tidak lengkap/ kurang 1,negatif,brang pesan lengkap 1
Saya menerima pouch ukuran 3.5 bukan 2.5. Kecewa...,negatif,terima pouch ukur 35 25 kecewa
"Bagus tapi barang gak sesuai gambar.bentuk nya beda, Terlalu besar.bonus nya bagus bagus.",negatif,bagus barang sesuai gambarbentuk nya beda besarbonus nya bagus bagus
Barang yg dikirim ternyata KW.... kecewa,negatif,barang kirim nyata kw kecewa
"Kecewa bgt,brg palsu.perlu di tindak lanjuti penipuan!!!",negatif,kecewa bgtbrg palsuperlu tindak tipu
Kok gabisa dicolokin ke hp??  gamasuk.  kecewa ah tampilan doang bagus,negatif,dicolokin handphone masuk kecewa ah tampil doang bagus
Bekas ya?,negatif,bekas
barang yg dikrim lain.,negatif,barang krim
barang sdh datang tp ga bs dipake. kecewa.,negatif,barang pakai kecewa
"halo,,,,, Mengapa tertera bahwa barang sudah diterima? Sedangkan kenyataannya barang belum ada saya terima. Mohon perhatiannya..... Atas nama pembeli Maria Sianturi",negatif,halo tera barang terima kenyataanya barang terima mohon perhati nama beli maria sianturi
setelah saya cek nomor resi saya dinyatakan bahwa pengiriman saya gagal dan barang Dalam perjalanan kembali ke pengirim.Dengan ini saya batalkan pesanan saya. thanks,negatif,cek nomor resi nyata kirim gagal barang jalan pengirimdengan batal pesan terima kasih
barang belum datang,negatif,barang
Kadang tiba-tiba unplug sendiri.,negatif,kadang unplug
"kecewa dengan pelayanannya, pesanan sameday tapi ngak diantar, dan gk ada kontak kurir dan toko",negatif,kecewa layan pesan sameday kontak kurir toko
Kecepatannya masih tidak stabil. Kadang hanya 5mbps,negatif,cepat stabil kadang 5mbps
"hanya bertahan 3 bulan.., setelah itu rusak.,",negatif,tahan 3 rusak
File saya corrupt semua kecepatan speed hanya 4mbps flashdisk ini palsu,negatif,file corrupt cepat speed 4mbps flashdisk palsu
Barang nya palsu. Otg nya gak d pake. Jelek,negatif,barang nya palsu otg nya pakai jelek
flashdisk tidak bisa digunakan,negatif,flashdisk
"usb ga conect otg nya kaya yg bekas itu mah ,mengecewakan pkoknya",negatif,usb conect otg nya kayak bekas kecewa pokok
"Akhirnya bisa juga juga lihat ulasan nih laptop,,,makasih ya...hik hik hik",negatif,lihat ulas nih laptopmakasih yahik hik hik
OTG nya gs bisa dgunain di hp,negatif,otg nya gs dgunain handphone
Saya sudah memesan dan menunggu sebulan untuk produk ini namun saat seseharusn sampai tiba tiba dibatalkan dan tertera alamat tidak ditemukan padahal di google map pun alamat ini muncul.,negatif,mes tunggu produk seseharusn batal tera alamat temu google map alamat muncul
Yg bener ini sony atau panasonic? Judul sony 48 inch.  Tp gambar panasonic. Descripsinya 24 inch... Ngacooo bener,negatif,sony panasonic judul sony 48 inch gambar panasonic descripsinya 24 inch ngaco
"Menurut sya apakah mungkin buy1 get 1 free, karena yg satu Sony 48"" & yg satu nya lg Panasonic 24"", klo bnr begitu sya mau beli deh",negatif,buy1 get 1 free sony 48 nya panasonic 24 beli deh
"Di judul 48"" di deskripsi 24"" mana yang bener?? Di judul juga di tulis 'smart tv' tapi di deskripsi ga dijelasin?? kebanyakan gadoin micin nih seller..",negatif,judul 48 deskripsi 24 judul tulis pintar televisi deskripsi dijelasin gadoin micin nih seller
"jgn berjualan klo tidak detail tentang barangnya yang ada lazada membuat costemer kecewa, klo tidak jelas apa yg dijual dilazada",negatif,jual detail barang lazada costemer kecewa jual dilazada
Judul sama deskripsi produk kok beda. Lazada harusnya sortir seller yg ky gni nih. Termasuk penipuan hlo.,negatif,judul deskripsi produk beda lazada sortir seller ky nih masuk tipu hlo
"Ini merk sebenarnya sony atau panasonic dan incinya 24 atau 48, karena didiscreption tidak sesuai dg barang yg ditawarkan,  mohon penjelasannya",negatif,merek sony panasonic inci 24 48 didiscreption sesuai barang tawar mohon
Yg bener ini TV Sony 48 inch atau Panasonic 24 inch???? Judul Dan deskripsi gak akur,negatif,televisi sony 48 inch panasonic 24 inch judul deskripsi akur
Yg bener dunk klu ngasih judul product biar ga byk berita miring tentang lazad!!!,negatif,judul produk biar berita miring lazad
"Judulnya sony smart 32, gambarnya Panasonic, deskripsinya 24"". Maunya tuh apa??",negatif,judul sony pintar 32 gambar panasonic deskripsi 24
Di depaan discription nya 48 inch tapi krterangan kok 24 inch mna nih yg bener,negatif,depa discription nya 48 inch krterangan 24 inch nih
Mana yg benar ya... 24 inch atau 48 inch...???,negatif,24 inch 48 inch
Ini tv berapa inch sebenarnya..48 inch / 24 inch..terima kasih,negatif,televisi inch sebenarnya48 inch 24 inchterima kasih
Itu tv 24/48 inch?,negatif,televisi 2448 inch
"Iya gajelas nie tv 24 "" atau 48""",negatif,iya nih televisi 24 48
Judul sama deskripsi kok beda.,negatif,judul deskripsi beda
Jgn nipu dong...,negatif,tipu
Ini panasonic apa sony.?,negatif,panasonic sony
Ini sony 48 inci apa 24 inci yg benar?,negatif,sony 48 inci 24 inci
"Ini judul nya 48"" tapi baca spesipikasi utama led 24 yg bener yang mana?",negatif,judul nya 48 baca spesipikasi utama led 24
48 inchi atau 24 ini !!!,negatif,48 inchi 24
Gan ini yg bener 48 inch atau 24 inch,negatif,juragan 48 inch 24 inch
Yg bawah 24 inci hhahha.... kaga bener lo,negatif,24 inci hhahha
Raedy kh barang nya gan,negatif,raedy kh barang nya juragan
Ini 24 inch apa 48 inch yg bner yg mna,negatif,24 inch 48 inch
Ini Harga beneran?? Dengan ukuran 48 inch??,negatif,harga ukur 48 inch
Tv sony,negatif,televisi sony
"Baru kali ini kecewa dg lazada.  Pertama saya pesan antar pakai gojek dan ternyata barang 3 hri baru sampai. Kedua saya pesan yg model atm mandiri tp yg datang BCA,  ketiga setelah saya gunakan ternyata flasdisk tidak bisa digunakan.. Sangat sangat kecewa..",negatif,kali kecewa lazada pesan pakai gojek nyata barang 3 pesan model atm mandiri baca nyata flasdisk kecewa
"Kecewa banget, Flashdisk emang bener kapasitas 8gb tapi Flashdisk nya itu yang rusak bukan Flashdisk baru & udah kena Virus jadi setiap data yang masuk ke Flashdisk jadi Virus Sortcut. Jadi Flashdisk tidak bisa di gunakan. Kalau jualan yang bener jangan jual barang rusak.",negatif,kecewa banget flashdisk kapasitas 8gb flashdisk nya rusak flashdisk kena virus data masuk flashdisk virus sortcut flashdisk jual jual barang rusak
Pengiriman dari surabaya? ??? Ternyata jack nya ygcabang 3.harus beli lagi. Program ws nya harus di scan lagi. Repot sih. .thanks ya lazada,negatif,kirim surabaya nyata jack nya ygcabang 3harus beli program nya scan repot sih terima kasih lazada
Ini layar bisa di sentuh ga ya?,negatif,layar sentuh
Lokasi toko dimana ya?,negatif,lokasi toko
Barang pesanan blm smp k saya...SMP SEKARANG...dan sdh ada email masuk barang sdh d terima....SIAPA YANG TERIMA...LAZADA BAGAIMANA TANGGUNG JAWABNYA..!!!!!!,negatif,barang pesan k sayasmp sekarangdan email masuk barang terimasiapa terimalazada tanggung
ini digital tidak??,negatif,digital
"Barang yag diterima sesuai gambar, saat dicek kapasitas juga 32 GB. saat transfer file ke flasdisk, file tidak bisa dibuka. harus diformat ulang, setelah diformat file kadang2 bisa dibuka kadang2 tidak. saya curiga kapasitas fdisk saat kecil bukan 32 GB.",negatif,barang yag terima sesuai gambar cek kapasitas 32 gb transfer file flasdisk file buka format ulang format file kadang2 buka kadang2 curiga kapasitas fdisk 32 gb
"Kecewa, flashdiskny ga bisa diformat ke NTFS + copy file gede corrupt, mw jdiin bootable windows eh detect ny bkn 32gb malah jadi 33gb -_- abal nih fd kekny...",negatif,kecewa flashdiskny format ntfs copy file gede corrupt mw jdiin bootable windows eh detect nya 32gb 33gb abal nih fd kekny
waktu ditancapkan hp tidak konek dan tidak bisa dirubah menjadi NTSF jdi tidak bisa mengambil data lebih dri 4gb ke atas,negatif,tancap handphone konek ubah ntsf ambil data 4gb
flashdisknya gabisa dipake.. uang saya bisa balik lagi ga ya? saya merasa dirugikan.. boleh minta nomor hp yg jualnya ga?,negatif,flashdisknya pakai uang rugi nomor handphone jual
flash ga bisa nyimpan,negatif,flash simpan
Flashdisk rusak yang saya terima. Sangat mengecewakan.,negatif,flashdisk rusak terima kecewa
Kurirnya kurang profesional dan kurang tepat waktu.,negatif,kurir profesional
flash nya ngak bisa nyimpan,negatif,flash nya simpan
"gilee. barang uda sampe rumah (90k), eh harganya uda turun lagi jadi 55k :(",negatif,gilee barang rumah 90k eh harga turun 55k
Kecewa..flasdisk gak bisa dipakai,negatif,kecewaflasdisk pakai
"Lama kali smpe brng ny,  bts wktu pngrmn sudh lwt",negatif,kali barang nya bts pngrmn
Tidak berfungsi 😥,negatif,fungsi
Ga bisa dipakai,negatif,pakai
Ga ke baca di laptop/tv,negatif,baca laptoptv
Ngga bisa buat nyimpen video,negatif,simpan video
beli 2 fd yang work cuman 1 .ralat setelah di coba ke dua kali semua corrupt,negatif,beli 2 fd work 1 ralat coba kali corrupt
Barang masih ada?,negatif,barang
Sdh 2 minggu barang blom di kirim juga..bagaimana ini gan .ada barang ngak sih?,negatif,2 minggu barang kirim jugabagaimana juragan barang sih
"Kiriman tepat waktu, Barang oke berfungsi semua, tapi gak ada kaki nya, gimana berdiri in nya nih gan? Mohon segera dikirimkan ya, harus nya sebelom dikirim cek kelengkapan nya jangan sampe ketinggalan",negatif,kirim barang oke fungsi kaki nya in nya nih juragan mohon kirim nya kirim cek lengkap nya tinggal
Di tulis di gambar nya bayar di tempat. Tapi kok nyata nya ketika mau masuk ke menu pembayaran malah transfer yah? Saya ingin mencari barang yg cod. Bukan yg transfer,negatif,tulis gambar nya bayar nyata nya masuk menu bayar transfer cari barang cod transfer
"Nyalin file nya gak bisa , kebanyakan gak bisa dilihat/didengar 97% , gak bagusss , nyesell , padahal baru pakai .",negatif,nyalin file nya dilihatdidengar 97 bagus sesal pakai
"barang jelek kok masih dijual,,flashdisk baru 64gb masa ngopi file gak ada yang kebaca korup,,nyesel banget andai bisa dipulangin ini fd! tolong lazada difilter barang2 yg kw alias kwalitas gak sesuai gak dpt izin jual.",negatif,barang jelek dijualflashdisk 64gb minum kopi file baca korupnyesel banget andai pulang fd lazada filter barang barang kw alias kualitas sesuai izin jual
File gak bisa kebaca . saya kembalikan flasdisnyaaaaaa,negatif,file baca flasdisnya
"Flashdisk nya tidak dapat berfungsi, pada saat copy data tidak bisa terbaca.",negatif,flashdisk nya fungsi copy data baca
jelek banget fd nya gak bisa dipake,negatif,jelek banget fd nya pakai
TIDAK BISA COPY DATA,negatif,copy data
"Coba komentar dari pihak lazada , apakah ini bener 100% asli 64gb atau tidak. Tolong di jawab agar pelayanan baik",negatif,coba komentar lazada 100 asli 64gb layan
Langsung corruption gamenya,negatif,langsung corruption gamenya
"Fd gagal menyalin ke laptop, file malah jadi rusak dan corrupt Sangat tidak direkomendasikan",negatif,fd gagal salin laptop file rusak corrupt rekomendasi
gmn yg udh make full ngk 64gb...kok gue jdi ragu mau order.,negatif,make full 64gbkok gue ragu order
Klw buat isi game ps bisa ga ya,negatif,isi game play station
Saya pesan pakek jasa gojek seharusnya sampai tgl 30 nov tapi sampai saat ini barang saya belum sampai juga.. tolong jangan buat orang kpok beli dilazada.!!!!! Pelayanan tidak recomended,negatif,pesan pakai jasa gojek tanggal 30 november barang orang kapok beli dilazada layan recomended
barang ngga bisa digunakan,negatif,barang
terlalu murah harganya turunin jadi 100k,negatif,murah harga turunin 100k
"Gan saya pesan tanggal 11 tapi sampai sekarang barangnya belum datang-datang, dideskripsi pengiriman tanggal 16-21 barangnya datang. Butuh kejelasan.",negatif,juragan pesan tanggal 11 barang datangdatang deskripsi kirim tanggal 1621 barang butuh
"Estimasi terakhir smpe brg tgl 4 sept, ni udh tgl 6. Seller gmn ni",negatif,estimasi barang tanggal 4 september nih tanggal 6 seller nih
Gimana ni pesanan saya kok belum datang datang,negatif,nih pesan
lumyan lah,negatif,lumyan
Cara keridit gimana.....,negatif,keridit
Apa free bracket nya cuma available utk wilayag jabodetabek saja gan?,negatif,free bracket nya available wilayag jabodetabek juragan
bisa byr d tempat ga,negatif,bayar
"sudah lewat batas pengiriman, barang belum sampai",negatif,batas kirim barang
"gk sampai sebulan uda rusak, mau refund gk bisa alasan barang  gk ada garansi padahal garansi satu tahun, pas ane bongkar hardisk  dalamnya samsung...!!! cuma caseing aja seagate dalamnya murahan, buat kalian jangan pernah beli dari sini lagi klo gk mau kecewa kayak ane...",negatif,rusak refund alas barang garansi garansi pas bongkar hardisk samsung caseing seagate murah beli kecewa kayak
